CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,NIVEL_DE_FORMACIÓN,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,NIVEL_DE_FORMACIÓN EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT
1712,1712,universidad eafit,104806,maestria en escrituras creativas,arte y humanidades,Maestría,antioquia,medellin,108744,maestria en lectura y escritura,Maestría,Arte y Humanidades,1,,
1712,1712,universidad eafit,108744,maestria en lectura y escritura,arte y humanidades,Maestría,antioquia,medellin,108744,maestria en lectura y escritura,Maestría,Arte y Humanidades,1,,
1713,1713,universidad del norte,109640,maestria en lenguaje y sociedad,arte y humanidades,Maestría,atlantico,barranquilla,108744,maestria en lectura y escritura,Maestría,Arte y Humanidades,1,,
1803,1803,universidad de la salle,106300,maestria en didactica de las lenguas,educacion,Maestría,cundinamarca,mosquera,108744,maestria en lectura y escritura,Maestría,Arte y Humanidades,1,,
1718,1718,universidad de san buenaventura,106602,maestria en didacticas para lecturas escrituras y literatura,educacion,Maestría,bogota d c,bogota d c,108744,maestria en lectura y escritura,Maestría,Arte y Humanidades,1,,
"2829,2829,corporacion universitaria minuto de dios uniminuto,111257,maestria en psicologia de las organizaciones y del trabajo,ciencias sociales periodismo e informacion,Maestría,bogota d c,bogota d c,109347,maestria en psicologia del trabajo y de las organizaciones,Maestría,""Ciencias Sociales, Periodismo e Información"",1,,"
"1718,1717,universidad de san buenaventura,102610,maestria en psicologia de las organizaciones y del trabajo,ciencias sociales periodismo e informacion,Maestría,antioquia,medellin,109347,maestria en psicologia del trabajo y de las organizaciones,Maestría,""Ciencias Sociales, Periodismo e Información"",1,,"
"1213,1213,universidad del magdalena unimagdalena,108371,maestria en psicologia de las organizaciones y del trabajo,ciencias sociales periodismo e informacion,Maestría,magdalena,santa marta,109347,maestria en psicologia del trabajo y de las organizaciones,Maestría,""Ciencias Sociales, Periodismo e Información"",1,,"
1117,1117,universidad militar nueva granada,103838,maestria en gerencia de proyectos,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Maestría,Administración de Empresas y Derecho,1,,
1201,1201,universidad de antioquia,102671,maestria en gerencia de proyectos,administracion de empresas y derecho,Maestría,antioquia,medellin,109479,maestria en gerencia de proyecto,Maestría,Administración de Empresas y Derecho,1,,
1815,1815,corporacion universidad piloto de colombia,108318,maestria en gerencia de proyectos,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Maestría,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,105931,maestria en evaluacion y gerencia de proyectos,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Maestría,Administración de Empresas y Derecho,1,,
5802,5802,universidad ecci,117688,maestria en gerencia de proyectos,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Maestría,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,118026,maestria en gerencia de proyectos,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Maestría,Administración de Empresas y Derecho,1,,
1113,1113,universidad de cordoba,53489,maestria en ciencias agronomicas,agropecuario silvicultura pesca y veterinaria,Maestría,cordoba,monteria,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
1201,1201,universidad de antioquia,104350,maestria en agronegocios,administracion de empresas y derecho,Maestría,antioquia,medellin,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
1704,1705,universidad santo tomas,107184,maestria en agronegocios,administracion de empresas y derecho,Maestría,santander,bucaramanga,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,105141,maestria en innovacion en agronegocios,ingenieria industria y construccion,Maestría,antioquia,medellin,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,111661,maestria en innovacion en agronegocios,ingenieria industria y construccion,Maestría,valle del cauca,palmira,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,109027,maestria en innovacion en agronegocios,ingenieria industria y construccion,Maestría,valle del cauca,palmira,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,109910,maestria en agronegocios,administracion de empresas y derecho,Maestría,antioquia,medellin,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
1803,1803,universidad de la salle,90709,maestria en agronegocios,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
2102,2102,universidad nacional abierta y a distancia unad,109309,maestria en agronegocios,agropecuario silvicultura pesca y veterinaria,Maestría,bogota d c,bogota d c,109910,maestria en agronegocios,Maestría,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,1016,maestria en administracion de salud,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2708,2708,universidad ces,53312,maestria en administracion en salud,administracion de empresas y derecho,Maestría,antioquia,medellin,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,53795,maestria en administracion de salud,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,53374,maestria en administracion en salud,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
1729,1729,universidad el bosque,108978,maestria en administracion en salud,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2702,2702,fundacion universitaria de ciencias de la salud,117444,maestria en administracion en salud,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2725,2725,politecnico grancolombiano,116987,maestria en administracion en salud,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,116329,maestria en administracion de empresas de salud,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,102894,maestria en administracion de empresas de salud mba en salud,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
1203,1203,universidad del valle,652,maestria en administracion de salud,administracion de empresas y derecho,Maestría,valle del cauca,santiago de cali,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
1720,1720,universidad mariana,90846,maestria en administracion en salud,administracion de empresas y derecho,Maestría,narino,pasto,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2805,2805,universidad simon bolivar,101461,maestria en auditoria y sistemas de la calidad en servicios de salud,administracion de empresas y derecho,Maestría,atlantico,barranquilla,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2805,2805,universidad simon bolivar,107946,maestria en auditoria y sistemas de la calidad en servicios de salud,administracion de empresas y derecho,Maestría,norte de santander,san jose de cucuta,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,104372,maestria en administracion de empresas de salud mba en salud,administracion de empresas y derecho,Maestría,cauca,popayan,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,104371,maestria en administracion de empresas de salud mba en salud,administracion de empresas y derecho,Maestría,tolima,ibague,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2823,2823,corporacion universitaria del caribe cecar,118066,maestria en administracion en salud,administracion de empresas y derecho,Maestría,sucre,sincelejo,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
2823,2823,corporacion universitaria del caribe cecar,118067,maestria en administracion en salud,administracion de empresas y derecho,Maestría,sucre,sincelejo,110244,maestria en administracion de instituciones de salud,Maestría,Administración de Empresas y Derecho,1,,
1722,1722,universidad de manizales,53955,maestria en desarrollo sostenible y medio ambiente,ingenieria industria y construccion,Maestría,caldas,manizales,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2743,2743,universidad internacional del tropico americano unitropico,117749,maestria en gestion ambiental y desarrollo sostenible,ciencias naturales matematicas y estadistica,Maestría,casanare,yopal,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,116717,maestria en gerencia de la sostenibilidad y transformacion regenerativa,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,116716,maestria en gerencia de la sostenibilidad y transformacion regenerativa,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,110953,maestria en gerencia de la sostenibilidad,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2713,2713,fundacion universitaria los libertadores,110710,maestria en gerencia del desarrollo sostenible,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
3302,3302,instituto tecnologico metropolitano itm,110677,maestria en desarrollo sostenible,ciencias naturales matematicas y estadistica,Maestría,antioquia,medellin,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1213,1213,universidad del magdalena unimagdalena,110187,maestria en gestion del turismo sostenible,ciencias sociales periodismo e informacion,Maestría,magdalena,santa marta,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2810,2810,corporacion universidad de la costa cuc,110596,maestria en desarrollo sostenible,ciencias naturales matematicas y estadistica,Maestría,atlantico,barranquilla,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,105980,maestria transdisciplinaria en sistemas de vida sostenible,ciencias sociales periodismo e informacion,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1709,1709,universidad central,118211,maestria en sostenibilidad corporativa,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,110680,maestria en liderazgo estrategico para la sostenibilidad,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1719,1719,universidad catolica de colombia,103023,maestria en diseno sostenible,ingenieria industria y construccion,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1704,1732,universidad santo tomas,108298,maestria en manejo y sostenibilidad ambiental,ciencias naturales matematicas y estadistica,Maestría,boyaca,tunja,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2727,2727,fundacion universitaria ceipa,118166,maestria en gerencia global y sostenibilidad,administracion de empresas y derecho,Maestría,antioquia,sabaneta,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2805,2805,universidad simon bolivar,116491,maestria en responsabilidad social y sostenibilidad de las organizaciones,administracion de empresas y derecho,Maestría,atlantico,barranquilla,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1828,1828,universidad icesi,109588,maestria en sostenibilidad,ciencias naturales matematicas y estadistica,Maestría,valle del cauca,santiago de cali,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2713,2713,fundacion universitaria los libertadores,109462,maestria en gerencia del desarrollo sostenible,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1830,1830,universidad autonoma de occidente,108273,maestria en gestion ambiental y desarrollo sostenible,ciencias naturales matematicas y estadistica,Maestría,valle del cauca,santiago de cali,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
2810,2810,corporacion universidad de la costa cuc,106400,maestria en desarrollo sostenible,ciencias naturales matematicas y estadistica,Maestría,atlantico,barranquilla,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,105048,maestria en sostenibilidad,ingenieria industria y construccion,Maestría,antioquia,medellin,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
3302,3302,instituto tecnologico metropolitano itm,102977,maestria en desarrollo sostenible,ciencias naturales matematicas y estadistica,Maestría,antioquia,medellin,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,102715,maestria en responsabilidad social y sostenibilidad,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111160,maestria en sostenibilidad,Maestría,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,103116,maestria en gestion integral del riesgo,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111276,maestria en administracion de riesgos,Maestría,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,102967,maestria en administracion de riesgos,administracion de empresas y derecho,Maestría,antioquia,medellin,111276,maestria en administracion de riesgos,Maestría,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,111276,maestria en administracion de riesgos,administracion de empresas y derecho,Maestría,risaralda,pereira,111276,maestria en administracion de riesgos,Maestría,Administración de Empresas y Derecho,1,,
2209,2209,politecnico colombiano jaime isaza cadavid,103871,maestria en gestion integral del riesgo laboral,ingenieria industria y construccion,Maestría,antioquia,medellin,111276,maestria en administracion de riesgos,Maestría,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,1023,maestria en derecho de seguros,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111276,maestria en administracion de riesgos,Maestría,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,108771,maestria en seguros,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111276,maestria en administracion de riesgos,Maestría,Administración de Empresas y Derecho,1,,
1201,1201,universidad de antioquia,107602,maestria en control organizacional,administracion de empresas y derecho,Maestría,antioquia,medellin,111276,maestria en administracion de riesgos,Maestría,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,108860,maestria en control organizacional,administracion de empresas y derecho,Maestría,bogota d c,bogota d c,111276,maestria en administracion de riesgos,Maestría,Administración de Empresas y Derecho,1,,
1101,1101,universidad nacional de colombia,107166,especializacion en turismo ambiente y territorio,ciencias naturales matematicas y estadistica,Especialización universitaria,bogota d c,bogota d c,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1106,1107,universidad pedagogica y tecnologica de colombia uptc,102498,especializacion en planificacion del turismo sostenible,servicios,Especialización universitaria,boyaca,duitama,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,109444,especializacion en gestion del turismo,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,111058,especializacion en turismo y comunicacion narrativas y experiencias turisticas contemporaneas,ciencias sociales periodismo e informacion,Especialización universitaria,bogota d c,bogota d c,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,110941,especializacion en turismo y comunicacion narrativas y experiencias turisticas contemporaneas,ciencias sociales periodismo e informacion,Especialización universitaria,bogota d c,bogota d c,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,111361,especializacion en gestion de turismo sostenible,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,111713,especializacion en gestion de turismo sostenible,administracion de empresas y derecho,Especialización universitaria,casanare,yopal,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1806,1809,universidad libre,102168,especializacion en alta gerencia en turismo de salud,administracion de empresas y derecho,Especialización universitaria,risaralda,pereira,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1816,1816,universidad cooperativa de colombia,110157,especializacion en turismo para el desarrollo del territorio,servicios,Especialización universitaria,antioquia,medellin,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1816,1818,universidad cooperativa de colombia,110156,especializacion en turismo para el desarrollo del territorio,servicios,Especialización universitaria,valle del cauca,santiago de cali,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
2727,2727,fundacion universitaria ceipa,117138,especializacion en gerencia de turismo sostenible,administracion de empresas y derecho,Especialización universitaria,atlantico,barranquilla,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
2833,2833,corporacion universitaria remington,109268,especializacion en gerencia del turismo,administracion de empresas y derecho,Especialización universitaria,antioquia,medellin,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
2848,2848,corporacion universitaria unitec,105165,especializacion marketing estratrategico para hoteleria y turismo,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
1101,9933,universidad nacional de colombia,116706,especializacion en interculturalidad y gestion territorial del turismo,ciencias sociales periodismo e informacion,Especialización universitaria,cesar,la paz,111456,maestria en direccion estrategica para turismo,Maestría,Administración de Empresas y Derecho,1,,
"1701,1701,pontificia universidad javeriana,2840,especializacion en opinion publica y mercadeo politico,ciencias sociales periodismo e informacion,Especialización universitaria,bogota d c,bogota d c,11469,especializacion en estudios politicos,Especialización universitaria,""Ciencias Sociales, Periodismo e Información"",1,,"
"1101,1102,universidad nacional de colombia,16928,especializacion en ciencia politica,ciencias sociales periodismo e informacion,Especialización universitaria,antioquia,medellin,11469,especializacion en estudios politicos,Especialización universitaria,""Ciencias Sociales, Periodismo e Información"",1,,"
"1710,1710,universidad pontificia bolivariana,10128,especializacion en estudios politicos,ciencias sociales periodismo e informacion,Especialización universitaria,antioquia,medellin,11469,especializacion en estudios politicos,Especialización universitaria,""Ciencias Sociales, Periodismo e Información"",1,,"
"1728,1728,universidad sergio arboleda,8240,especializacion en estudios politicos,ciencias sociales periodismo e informacion,Especialización universitaria,bogota d c,bogota d c,11469,especializacion en estudios politicos,Especialización universitaria,""Ciencias Sociales, Periodismo e Información"",1,,"
"1711,1711,universidad de la sabana,2768,especializacion en gerencia de produccion y operaciones,administracion de empresas y derecho,Especialización universitaria,cundinamarca,chia,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1804,1804,universidad autonoma del caribe uniautonoma,6705,especializacion en gerencia de produccion y operaciones,administracion de empresas y derecho,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1704,1704,universidad santo tomas,106896,especializacion en gerencia logistica internacional,administracion de empresas y derecho,Especialización universitaria,antioquia,medellin,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1201,1201,universidad de antioquia,51835,especializacion en gestion de programas y proyectos de la cooperacion internacional al desarrollo,ciencias sociales periodismo e informacion,Especialización universitaria,antioquia,medellin,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1201,1201,universidad de antioquia,5012,especializacion en logistica integral,ingenieria industria y construccion,Especialización universitaria,antioquia,medellin,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1201,1201,universidad de antioquia,117483,especializacion en logistica integral,ingenieria industria y construccion,Especialización universitaria,antioquia,medellin,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1201,1201,universidad de antioquia,90972,especializacion en logistica integral,ingenieria industria y construccion,Especialización universitaria,antioquia,apartado,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1718,1717,universidad de san buenaventura,53956,especializacion en gestion de logistica internacional,administracion de empresas y derecho,Especialización universitaria,antioquia,medellin,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1812,1812,universidad de medellin,15245,especializacion en logistica empresarial,administracion de empresas y derecho,Especialización universitaria,antioquia,medellin,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2727,2727,fundacion universitaria ceipa,102207,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,antioquia,sabaneta,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2727,2727,fundacion universitaria ceipa,102306,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,antioquia,sabaneta,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2820,2820,corporacion universitaria lasallista,2872,especializacion en logistica de post cosecha de vegetales,ingenieria industria y construccion,Especialización universitaria,antioquia,caldas,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2833,2833,corporacion universitaria remington,11572,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,antioquia,medellin,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"3720,3720,fundacion universitaria esumer,14745,especializacion tecnologica en logistica internacional,administracion de empresas y derecho,Especialización universitaria,antioquia,medellin,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1711,1711,universidad de la sabana,109156,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1728,1728,universidad sergio arboleda,9261,especializacion en gerencia logistica,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2725,2725,politecnico grancolombiano,101288,especializacion en logistica y gestion de la cadena de abastecimiento,ingenieria industria y construccion,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2811,2811,universidad escuela colombiana de ingenieria julio garavito,116363,especializacion en logistica y cadena de abastecimiento,ingenieria industria y construccion,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1713,1713,universidad del norte,110171,especializacion en direccion de operaciones,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2832,2832,universidad de santander udes,103876,especializacion en direccion de operaciones y logistica,ingenieria industria y construccion,Especialización universitaria,norte de santander,san jose de cucuta,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1106,1108,universidad pedagogica y tecnologica de colombia uptc,54914,especializacion en ingenieria de produccion y operaciones,ingenieria industria y construccion,Especialización universitaria,boyaca,sogamoso,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1204,1204,universidad industrial de santander,54458,especializacion en gerencia estrategica de la produccion y operaciones,ingenieria industria y construccion,Especialización universitaria,santander,bucaramanga,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1704,1705,universidad santo tomas,116261,especializacion en gerencia de la productividad y de las operaciones logisticas,ingenieria industria y construccion,Especialización universitaria,santander,bucaramanga,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1713,1713,universidad del norte,52806,especializacion en gestion de produccion y operaciones,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1728,1728,universidad sergio arboleda,16060,especializacion en gerencia de produccion y operaciones,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1804,1804,universidad autonoma del caribe uniautonoma,5046,especializacion en gerencia de produccion y operaciones logisticas,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1831,1831,universidad de ibague,20175,especializacion en administracion de operaciones y tecnologia,administracion de empresas y derecho,Especialización universitaria,tolima,ibague,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"2810,2810,corporacion universidad de la costa cuc,104458,especializacion en administracion de operaciones,ingenieria industria y construccion,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1804,1804,universidad autonoma del caribe uniautonoma,13592,especializacion en gerencia de produccion y operaciones,administracion de empresas y derecho,Especialización universitaria,atlantico,barranquilla,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1117,1117,universidad militar nueva granada,15947,especializacion en gerencia logistica integral,ingenieria industria y construccion,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1209,1209,universidad francisco de paula santander,111097,especializacion en logistica y negocios internacionales,ciencias sociales periodismo e informacion,Especialización universitaria,norte de santander,san jose de cucuta,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1301,1301,universidad distrital francisco jose de caldas,90820,especializacion en ingenieria de produccion y logistica,ingenieria industria y construccion,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1707,1707,fundacion universidad de bogota jorge tadeo lozano,102749,especializacion en gerencia logistica comercial nacional e internacional,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
"1707,1707,fundacion universidad de bogota jorge tadeo lozano,3063,especializacion en logistica comercial nacional e internacional,administracion de empresas y derecho,Especialización universitaria,bogota d c,bogota d c,115873,especializacion en direccion de operaciones y logistica,Especialización universitaria,""Ingeniería, Industria y Construcción"",1,,"
