CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,DepartamentoProgramaEAFIT,MunicipioProgramaEAFIT
1106,1109,universidad pedagogica y tecnologica de colombia uptc,117731,maestria en gestion e innovacion empresarial,administracion de empresas y derecho,boyaca,chiquinquira,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1110,1110,universidad del cauca,111151,maestria en gestion del conocimiento y la innovacion,administracion de empresas y derecho,cauca,popayan,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,111739,maestria en gerencia de la innovacion y el conocimiento,administracion de empresas y derecho,risaralda,pereira,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,111717,maestria en gerencia de la innovacion y el conocimiento,administracion de empresas y derecho,bogota d c,bogota d c,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,103100,maestria en gerencia de la innovacion y el conocimiento,administracion de empresas y derecho,antioquia,medellin,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,117429,maestria en gerencia de la innovacion y el conocimiento,administracion de empresas y derecho,cauca,popayan,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1804,1804,universidad autonoma del caribe uniautonoma,102534,maestria en gestion de la innovacion empresarial,administracion de empresas y derecho,atlantico,barranquilla,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1806,1806,universidad libre,116945,maestria en gestion e innovacion,administracion de empresas y derecho,bogota d c,bogota d c,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1825,1825,universidad autonoma de manizales,53335,maestria en creatividad e innovacion en las organizaciones,administracion de empresas y derecho,caldas,manizales,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1828,1828,universidad icesi,103609,maestria en gerencia para la innovacion social,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1828,1828,universidad icesi,116048,maestria en gerencia para la innovacion social,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1828,1828,universidad icesi,103665,maestria en gestion de la innovacion,administracion de empresas y derecho,valle del cauca,santiago de cali,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1831,1831,universidad de ibague,117821,maestria en liderazgo y capacidades de innovacion,ciencias sociales periodismo e informacion,tolima,ibague,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1832,1832,universidad tecnologica de bolivar,54213,maestria en gestion de la innovacion,administracion de empresas y derecho,bolivar,cartagena de indias,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1832,1832,universidad tecnologica de bolivar,102108,maestria en gestion de la innovacion,administracion de empresas y derecho,bogota d c,bogota d c,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
2711,2711,universidad catolica de pereira,109013,maestria en gestion de la innovacion,administracion de empresas y derecho,risaralda,pereira,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
2725,2725,politecnico grancolombiano,117598,maestria en pensamiento estrategico prospectiva e innovacion,administracion de empresas y derecho,bogota d c,bogota d c,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1711,1711,universidad de la sabana,109167,maestria en gerencia de la innovacion,administracion de empresas y derecho,cundinamarca,chia,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,108104,maestria en gerencia de la innovacion,administracion de empresas y derecho,bogota d c,bogota d c,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,103394,maestria en gerencia de la innovacion y el conocimiento,administracion de empresas y derecho,santander,bucaramanga,103100,maestria en gerencia de la innovacion y el conocimiento,Administración de Empresas y Derecho,1,,
1830,1830,universidad autonoma de occidente,90569,maestria en comunicacion,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1812,1812,universidad de medellin,90456,maestria en comunicacion,ciencias sociales periodismo e informacion,antioquia,medellin,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1701,1702,pontificia universidad javeriana,117187,maestria en comunicacion y creacion interactiva,arte y humanidades,valle del cauca,santiago de cali,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1712,1712,universidad eafit,103484,maestria en comunicacion transmedia,ciencias sociales periodismo e informacion,antioquia,medellin,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1734,1734,universidad de boyaca uniboyaca,116941,maestria en comunicacion digital estrategica,ciencias sociales periodismo e informacion,boyaca,tunja,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1735,1735,universidad manuela beltran umb,105031,maestria en transmedia,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1830,1830,universidad autonoma de occidente,116416,maestria en comunicacion digital,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
2810,2810,corporacion universidad de la costa cuc,116919,maestria en comunicacion digital,ciencias sociales periodismo e informacion,atlantico,barranquilla,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,116989,maestria en comunicacion y marketing digital,ciencias sociales periodismo e informacion,bogota d c,bogota d c,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
2719,2719,universidad catolica luis amigo,109159,maestria en comunicacion,ciencias sociales periodismo e informacion,antioquia,medellin,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1722,1722,universidad de manizales,108763,maestria en comunicacion,arte y humanidades,caldas,manizales,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1805,1805,universidad santiago de cali,108383,maestria en comunicacion estrategica,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
2812,2812,universidad ean,107270,maestria en comunicacion estrategica,ciencias sociales periodismo e informacion,bogota d c,bogota d c,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1812,1812,universidad de medellin,106739,maestria en comunicacion,ciencias sociales periodismo e informacion,cordoba,monteria,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
2713,2713,fundacion universitaria los libertadores,106433,maestria en comunicacion creativa,ciencias sociales periodismo e informacion,bogota d c,bogota d c,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1728,1728,universidad sergio arboleda,106032,maestria en comunicacion,ciencias sociales periodismo e informacion,bogota d c,bogota d c,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
2102,2102,universidad nacional abierta y a distancia unad,104417,maestria en comunicacion,ciencias sociales periodismo e informacion,bogota d c,bogota d c,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1812,1812,universidad de medellin,103909,maestria en comunicacion,ciencias sociales periodismo e informacion,bolivar,cartagena de indias,103484,maestria en comunicacion transmedia,"Ciencias Sociales, Periodismo e Información",1,,
1110,1110,universidad del cauca,110924,maestria en economia regional y politicas publicas,ciencias sociales periodismo e informacion,cauca,popayan,103602,maestria en economia aplicada,"Ciencias Sociales, Periodismo e Información",1,,
1203,1203,universidad del valle,659,maestria en economia aplicada,ciencias sociales periodismo e informacion,valle del cauca,santiago de cali,103602,maestria en economia aplicada,"Ciencias Sociales, Periodismo e Información",1,,
1203,1203,universidad del valle,116916,maestria en economia de la salud,salud y bienestar,valle del cauca,santiago de cali,103602,maestria en economia aplicada,"Ciencias Sociales, Periodismo e Información",1,,
1204,1204,universidad industrial de santander,103395,maestria en economia y desarrollo,ciencias sociales periodismo e informacion,santander,bucaramanga,103602,maestria en economia aplicada,"Ciencias Sociales, Periodismo e Información",1,,
