CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT,Unnamed: 14,Puntuación total calulada,Nivel de afinidad calculada,SIMILITUD_COSENO,NIVEL_AFINIDAD_CALIBRADO
1201.0,9125.0,universidad de antioquia,20622,psicologia,ciencias sociales periodismo e informacion,antioquia,santa fe de antioquia,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,2,bajo,0.9999998,ALTO
1823.0,1823.0,universidad autonoma de bucaramanga unab,20638,economia,ciencias sociales periodismo e informacion,santander,bucaramanga,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1120.0,1120.0,universidad popular del cesar,20642,contaduria publica,administracion de empresas y derecho,la guajira,maicao,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
1120.0,1120.0,universidad popular del cesar,20643,contaduria publica,administracion de empresas y derecho,cesar,chimichagua,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
1120.0,1120.0,universidad popular del cesar,20644,contaduria publica,administracion de empresas y derecho,cesar,tamalameque,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
1823.0,1823.0,universidad autonoma de bucaramanga unab,20652,derecho,administracion de empresas y derecho,quindio,armenia,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20708,administracion de empresas,administracion de empresas y derecho,boyaca,tunja,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20709,contaduria publica,administracion de empresas y derecho,boyaca,tunja,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20710,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,boyaca,tunja,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20716,comunicacion social,ciencias sociales periodismo e informacion,boyaca,tunja,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20721,administracion de empresas,administracion de empresas y derecho,santander,bucaramanga,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20726,matematicas con enfasis en computacion,educacion,boyaca,tunja,11498,ingenieria matematica,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,0.8310592,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20731,ingenieria de sistemas,ingenieria industria y construccion,bolivar,cartagena de indias,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20733,comunicacion social y medios,ciencias sociales periodismo e informacion,boyaca,tunja,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.87684965,ALTO
1734.0,1734.0,universidad de boyaca uniboyaca,20739,administracion y negocios internacionales,administracion de empresas y derecho,boyaca,chiquinquira,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.8884522,ALTO
1826.0,1826.0,universidad antonio narino,20782,contaduria publica,administracion de empresas y derecho,antioquia,medellin,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
1826.0,1826.0,universidad antonio narino,20785,derecho,administracion de empresas y derecho,boyaca,puerto boyaca,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1826.0,1826.0,universidad antonio narino,20786,derecho,administracion de empresas y derecho,la guajira,riohacha,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1826.0,1826.0,universidad antonio narino,20787,derecho,administracion de empresas y derecho,caqueta,florencia,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1826.0,1826.0,universidad antonio narino,20788,derecho,administracion de empresas y derecho,antioquia,medellin,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,8",medio,0.99999994,ALTO
1115.0,1115.0,universidad de la amazonia,20789,administracion de empresas,administracion de empresas y derecho,caqueta,san vicente del caguan,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,1,bajo,0.9486653,ALTO
1115.0,1115.0,universidad de la amazonia,20790,contaduria publica,administracion de empresas y derecho,guaviare,san jose del guaviare,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
1203.0,1203.0,universidad del valle,20791,administracion de empresas,administracion de empresas y derecho,caldas,anserma,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,1,bajo,0.9486653,ALTO
1203.0,1203.0,universidad del valle,20796,contaduria publica,administracion de empresas y derecho,caldas,anserma,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
1205.0,1205.0,universidad de cartagena,20828,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,bolivar,cartagena de indias,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,1.0000001,ALTO
2849.0,2849.0,corporacion universitaria autonoma del cauca,20829,ingenieria de sistemas,ingenieria industria y construccion,cauca,popayan,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,1.0000001,ALTO
1823.0,1823.0,universidad autonoma de bucaramanga unab,20837,derecho,administracion de empresas y derecho,casanare,yopal,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
2749.0,2749.0,institucion universitaria salazar y herrera,20856,administracion de empresas,administracion de empresas y derecho,antioquia,medellin,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
1208.0,1208.0,universidad del quindio,20915,fisica,ciencias naturales matematicas y estadistica,quindio,armenia,17581,ingenieria fisica,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,0.7594962,MEDIO
2827.0,2827.0,corporacion universitaria del meta unimeta,2115,ingenieria de sistemas,ingenieria industria y construccion,meta,villavicencio,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,1.0000001,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21267,ingenieria civil,ingenieria industria y construccion,cordoba,monteria,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000002,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21272,ingenieria mecanica,ingenieria industria y construccion,cordoba,monteria,1250,ingenieria mecanica,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21279,ingenieria de sistemas,ingenieria industria y construccion,cordoba,monteria,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21282,derecho,administracion de empresas y derecho,cordoba,monteria,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21283,administracion de empresas,administracion de empresas y derecho,cordoba,monteria,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21298,negocios internacionales,administracion de empresas y derecho,cordoba,monteria,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9999999,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21300,economia,ciencias sociales periodismo e informacion,cordoba,monteria,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21310,comunicacion social,ciencias sociales periodismo e informacion,cordoba,monteria,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21314,administracion de empresas,administracion de empresas y derecho,cordoba,monteria,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21317,psicologia,ciencias sociales periodismo e informacion,cordoba,monteria,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21334,comunicacion social,ciencias sociales periodismo e informacion,cordoba,monteria,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,21353,contaduria publica,administracion de empresas y derecho,cordoba,monteria,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
1735.0,1735.0,universidad manuela beltran umb,21368,psicologia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"3,3",medio,0.9999999,ALTO
1735.0,1735.0,universidad manuela beltran umb,21379,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,1.0000001,ALTO
1735.0,1735.0,universidad manuela beltran umb,21381,ingenieria de sistemas,ingenieria industria y construccion,santander,bucaramanga,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1735.0,1735.0,universidad manuela beltran umb,21405,derecho,administracion de empresas y derecho,bogota d c,bogota d c,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"3,3",medio,0.99999994,ALTO
1833.0,1834.0,corporacion universidad del sinu elias bechara zainum unisinu,21450,psicologia,ciencias sociales periodismo e informacion,bolivar,cartagena de indias,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"1,6",bajo,0.9999999,ALTO
1833.0,1834.0,corporacion universidad del sinu elias bechara zainum unisinu,21460,ingenieria de sistemas,ingenieria industria y construccion,bolivar,cartagena de indias,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,1.0000001,ALTO
1835.0,1835.0,universidad de ciencias aplicadas y ambientales udca,21464,ingenieria geografica y ambiental,ingenieria industria y construccion,bogota d c,bogota d c,109454,diseno urbano y gestion del habitat,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,0.6369523,BAJO
1835.0,1835.0,universidad de ciencias aplicadas y ambientales udca,21481,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,bogota d c,bogota d c,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,"2,8",medio,0.99999994,ALTO
1106.0,1108.0,universidad pedagogica y tecnologica de colombia uptc,218,ingenieria geologica,ingenieria industria y construccion,boyaca,sogamoso,1251,geologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"1,4",bajo,0.87972575,ALTO
1101.0,1101.0,universidad nacional de colombia,22,literatura,arte y humanidades,bogota d c,bogota d c,106504,literatura,arte y humanidades,1,antioquia,medellin,,2,bajo,0.9999999,ALTO
1110.0,1110.0,universidad del cauca,233,derecho,administracion de empresas y derecho,cauca,popayan,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"3,4",medio,0.99999994,ALTO
1110.0,1110.0,universidad del cauca,234,administracion de empresas,administracion de empresas y derecho,cauca,popayan,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.9486653,ALTO
1110.0,1110.0,universidad del cauca,235,contaduria publica,administracion de empresas y derecho,cauca,popayan,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
1110.0,1110.0,universidad del cauca,236,ingenieria civil,ingenieria industria y construccion,cauca,popayan,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,"3,4",medio,1.0000002,ALTO
1720.0,1720.0,universidad mariana,2445,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,narino,pasto,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1101.0,1101.0,universidad nacional de colombia,25,ingenieria civil,ingenieria industria y construccion,bogota d c,bogota d c,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,1.0000002,ALTO
1713.0,1713.0,universidad del norte,2519,comunicacion social y periodismo,ciencias sociales periodismo e informacion,atlantico,barranquilla,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"3,2",medio,0.7833041,MEDIO
1718.0,1718.0,universidad de san buenaventura,2520,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,1.0000001,ALTO
1710.0,1723.0,universidad pontificia bolivariana,2524,ingenieria civil,ingenieria industria y construccion,santander,bucaramanga,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,"2,7",medio,1.0000002,ALTO
1718.0,1724.0,universidad de san buenaventura,2525,derecho,administracion de empresas y derecho,bolivar,cartagena de indias,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1718.0,1724.0,universidad de san buenaventura,2526,administracion de negocios,administracion de empresas y derecho,bolivar,cartagena de indias,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,1.0,ALTO
1826.0,1826.0,universidad antonio narino,2533,psicologia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.9999999,ALTO
1826.0,1826.0,universidad antonio narino,2534,derecho,administracion de empresas y derecho,bogota d c,bogota d c,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,8",medio,0.99999994,ALTO
1826.0,1826.0,universidad antonio narino,2535,comercio internacional,ciencias sociales periodismo e informacion,bogota d c,bogota d c,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.747129,MEDIO
2209.0,2209.0,politecnico colombiano jaime isaza cadavid,2540,contaduria publica,administracion de empresas y derecho,antioquia,medellin,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
2709.0,2709.0,fundacion universitaria san martin,2550,administracion de empresas,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
2709.0,2709.0,fundacion universitaria san martin,2551,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
2715.0,2715.0,fundacion universitaria de popayan,2554,economia,ciencias sociales periodismo e informacion,cauca,popayan,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
1832.0,1832.0,universidad tecnologica de bolivar,2559,ingenieria de sistemas,ingenieria industria y construccion,bolivar,cartagena de indias,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
2810.0,2810.0,corporacion universidad de la costa cuc,2562,contaduria publica,administracion de empresas y derecho,atlantico,barranquilla,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
2824.0,2824.0,corporacion universitaria de colombia ideas,2571,publicidad y mercadeo,arte y humanidades,bogota d c,bogota d c,90979,mercadeo,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.643806,BAJO
2824.0,2824.0,corporacion universitaria de colombia ideas,2572,derecho,administracion de empresas y derecho,bogota d c,bogota d c,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
2829.0,2829.0,corporacion universitaria minuto de dios uniminuto,2579,comunicacion social periodismo,ciencias sociales periodismo e informacion,cundinamarca,soacha,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.7771944,MEDIO
1101.0,1101.0,universidad nacional de colombia,26,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,1.0000001,ALTO
2715.0,2715.0,fundacion universitaria de popayan,2612,ingenieria de sistemas,ingenieria industria y construccion,cauca,popayan,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,1.0000001,ALTO
1707.0,1708.0,fundacion universidad de bogota jorge tadeo lozano,2618,comunicacion social y periodismo,ciencias sociales periodismo e informacion,bolivar,cartagena de indias,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.7833041,MEDIO
1718.0,1724.0,universidad de san buenaventura,2620,psicologia,ciencias sociales periodismo e informacion,bolivar,cartagena de indias,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1204.0,1204.0,universidad industrial de santander,2623,economia,ciencias sociales periodismo e informacion,santander,bucaramanga,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"1,4",bajo,0.99999994,ALTO
1720.0,1720.0,universidad mariana,2632,comunicacion social periodismo,ciencias sociales periodismo e informacion,narino,pasto,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.7771944,MEDIO
1106.0,1106.0,universidad pedagogica y tecnologica de colombia uptc,2633,ingenieria civil,ingenieria industria y construccion,boyaca,tunja,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,1.0000002,ALTO
1818.0,1817.0,universidad cooperativa de colombia,2637,mercadeo,administracion de empresas y derecho,santander,bucaramanga,90979,mercadeo,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,1.0,ALTO
2830.0,2830.0,corporacion universitaria iberoamericana,2648,administracion y finanzas,administracion de empresas y derecho,bogota d c,bogota d c,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.7381784,MEDIO
2713.0,2713.0,fundacion universitaria los libertadores,2652,publicidad y mercadeo,administracion de empresas y derecho,bogota d c,bogota d c,90979,mercadeo,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.643806,BAJO
2713.0,2713.0,fundacion universitaria los libertadores,2669,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
1823.0,1823.0,universidad autonoma de bucaramanga unab,2689,psicologia,ciencias sociales periodismo e informacion,santander,bucaramanga,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1111.0,1111.0,universidad tecnologica de pereira utp,269,ingenieria de sistemas y computacion,tecnologias de la informacion y la comunicacion tic,risaralda,pereira,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,0.9084426,ALTO
2208.0,2208.0,conservatorio del tolima,2691,direccion musical,administracion de empresas y derecho,tolima,ibague,4959,musica,arte y humanidades,1,antioquia,medellin,,"1,4",bajo,0.85799813,ALTO
1729.0,1729.0,universidad el bosque,2692,psicologia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"3,8",alto,0.9999999,ALTO
2723.0,2723.0,fundacion universitaria agraria de colombia uniagraria,2693,derecho,administracion de empresas y derecho,bogota d c,bogota d c,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1833.0,1833.0,corporacion universidad del sinu elias bechara zainum unisinu,2695,ingenieria de sistemas de informacion,ingenieria industria y construccion,cordoba,monteria,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,0.7386235,MEDIO
1832.0,1832.0,universidad tecnologica de bolivar,2696,psicologia,ciencias sociales periodismo e informacion,bolivar,cartagena de indias,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1111.0,1111.0,universidad tecnologica de pereira utp,272,ingenieria mecanica,ingenieria industria y construccion,risaralda,pereira,1250,ingenieria mecanica,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,0.9999999,ALTO
2823.0,2823.0,corporacion universitaria del caribe cecar,2721,derecho,administracion de empresas y derecho,sucre,sincelejo,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
1816.0,1818.0,universidad cooperativa de colombia,2722,derecho,administracion de empresas y derecho,bogota d c,bogota d c,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,8",medio,0.99999994,ALTO
2825.0,2825.0,corporacion universitaria rafael nunez,2723,derecho,administracion de empresas y derecho,bolivar,cartagena de indias,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
2805.0,2805.0,universidad simon bolivar,2726,administracion,administracion de empresas y derecho,atlantico,barranquilla,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.77045465,MEDIO
1728.0,1728.0,universidad sergio arboleda,2730,matematicas,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,11498,ingenieria matematica,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,0.8366837,ALTO
1722.0,1722.0,universidad de manizales,2731,comunicacion social y periodismo,ciencias sociales periodismo e informacion,caldas,manizales,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,7",medio,0.7833041,MEDIO
1710.0,1710.0,universidad pontificia bolivariana,2746,economia,ciencias sociales periodismo e informacion,antioquia,medellin,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"4,8",alto,0.99999994,ALTO
1106.0,1106.0,universidad pedagogica y tecnologica de colombia uptc,2760,ingenieria de sistemas y computacion,tecnologias de la informacion y la comunicacion tic,boyaca,tunja,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,0.9084426,ALTO
1106.0,1106.0,universidad pedagogica y tecnologica de colombia uptc,2761,biologia,ciencias naturales matematicas y estadistica,boyaca,tunja,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"1,4",bajo,1.0,ALTO
1106.0,1106.0,universidad pedagogica y tecnologica de colombia uptc,2762,fisica,ciencias naturales matematicas y estadistica,boyaca,tunja,17581,ingenieria fisica,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,0.7594962,MEDIO
2102.0,2102.0,universidad nacional abierta y a distancia unad,2776,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,1.0000001,ALTO
1217.0,1217.0,universidad de sucre,2777,biologia,ciencias naturales matematicas y estadistica,sucre,sincelejo,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"1,4",bajo,1.0,ALTO
1101.0,1101.0,universidad nacional de colombia,28,ingenieria mecanica,ingenieria industria y construccion,bogota d c,bogota d c,1250,ingenieria mecanica,ingenieria industria y construccion,1,antioquia,medellin,,2,bajo,0.9999999,ALTO
1804.0,1804.0,universidad autonoma del caribe uniautonoma,2801,ingenieria de sistemas,ingenieria industria y construccion,atlantico,barranquilla,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,6",bajo,1.0000001,ALTO
1106.0,1106.0,universidad pedagogica y tecnologica de colombia uptc,2821,psicologia,ciencias sociales periodismo e informacion,boyaca,tunja,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"1,4",bajo,0.9999999,ALTO
1720.0,1720.0,universidad mariana,2826,psicologia,ciencias sociales periodismo e informacion,narino,pasto,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.9999999,ALTO
1826.0,1826.0,universidad antonio narino,2829,psicologia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.9999998,ALTO
1718.0,1716.0,universidad de san buenaventura,2831,administracion de negocios,administracion de empresas y derecho,valle del cauca,santiago de cali,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.9999998,ALTO
1728.0,1728.0,universidad sergio arboleda,2861,finanzas y comercio exterior,ciencias sociales periodismo e informacion,bogota d c,bogota d c,102816,finanzas,administracion de empresas y derecho,1,antioquia,medellin,,"2,8",medio,0.66417253,BAJO
1831.0,1831.0,universidad de ibague,2868,economia,ciencias sociales periodismo e informacion,tolima,ibague,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1826.0,1826.0,universidad antonio narino,2891,ingenieria civil,ingenieria industria y construccion,bogota d c,bogota d c,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,1.0000001,ALTO
1101.0,1101.0,universidad nacional de colombia,29,ingenieria quimica,ingenieria industria y construccion,bogota d c,bogota d c,2923,ingenieria de procesos,ingenieria industria y construccion,1,antioquia,medellin,,4,alto,0.7322706,MEDIO
1709.0,1709.0,universidad central,2922,estudios musicales,arte y humanidades,bogota d c,bogota d c,4959,musica,arte y humanidades,1,antioquia,medellin,,"2,8",medio,0.8057511,ALTO
1712.0,1712.0,universidad eafit,2923,ingenieria de procesos,ingenieria industria y construccion,antioquia,medellin,2923,ingenieria de procesos,ingenieria industria y construccion,1,antioquia,medellin,,5,alto,0.99999994,ALTO
1823.0,1823.0,universidad autonoma de bucaramanga unab,2935,musica,arte y humanidades,santander,bucaramanga,4959,musica,arte y humanidades,1,antioquia,medellin,,"2,2",bajo,1.0,ALTO
1112.0,1112.0,universidad de caldas,294,derecho,administracion de empresas y derecho,caldas,manizales,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,4",bajo,0.99999994,ALTO
1112.0,1112.0,universidad de caldas,296,geologia,ciencias naturales matematicas y estadistica,caldas,manizales,1251,geologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"1,4",bajo,1.0,ALTO
2827.0,2827.0,corporacion universitaria del meta unimeta,2989,derecho,administracion de empresas y derecho,meta,villavicencio,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
