CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT,Unnamed: 14,Puntuación total calulada,Nivel de afinidad calculada,SIMILITUD_COSENO,NIVEL_AFINIDAD_CALIBRADO
3819.0,3819.0,corporacion tecnologica industrial colombiana teinco,111695,profesional en marketing y negocios digitales,administracion de empresas y derecho,bogota d c,bogota d c,90979,mercadeo,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.43360853,MUY BAJO
1706.0,1706.0,universidad externado de colombia,1117,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
2850.0,2850.0,corporacion universitaria antonio jose de sucre corposucre,111702,mercadeo,administracion de empresas y derecho,sucre,sincelejo,90979,mercadeo,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,1.0,ALTO
2712.0,2712.0,fundacion universitaria konrad lorenz,111723,marketing,administracion de empresas y derecho,bogota d c,bogota d c,90979,mercadeo,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.65208584,BAJO
1710.0,1710.0,universidad pontificia bolivariana,111724,administracion de empresas,administracion de empresas y derecho,valle del cauca,palmira,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486652,ALTO
1203.0,1203.0,universidad del valle,111737,agroindustria,agropecuario silvicultura pesca y veterinaria,cauca,suarez,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,"1,4",bajo,0.7661295,MEDIO
2805.0,2805.0,universidad simon bolivar,111740,marketing y negocios digitales,administracion de empresas y derecho,norte de santander,san jose de cucuta,90979,mercadeo,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.53025615,MUY BAJO
1203.0,1203.0,universidad del valle,111746,agroindustria,agropecuario silvicultura pesca y veterinaria,valle del cauca,tulua,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,"1,4",bajo,0.7661295,MEDIO
1203.0,1203.0,universidad del valle,111747,agroindustria,agropecuario silvicultura pesca y veterinaria,valle del cauca,cartago,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,"1,4",bajo,0.7661295,MEDIO
1203.0,1203.0,universidad del valle,111748,agroindustria,agropecuario silvicultura pesca y veterinaria,cauca,santander de quilichao,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,"1,4",bajo,0.7661295,MEDIO
4719.0,4719.0,fundacion de educacion superior nueva america,111750,administracion de empresas,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486652,ALTO
9127.0,9127.0,corporacion universitaria de sabaneta unisabaneta,111752,derecho,administracion de empresas y derecho,antioquia,sabaneta,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1825.0,1825.0,universidad autonoma de manizales,111757,administracion de empresas,administracion de empresas y derecho,caldas,manizales,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486652,ALTO
3115.0,3115.0,institucion universitaria del putumayo,111773,ingenieria civil,ingenieria industria y construccion,putumayo,puerto asis,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,1,bajo,1.0000002,ALTO
3115.0,3115.0,institucion universitaria del putumayo,111774,ingenieria civil,ingenieria industria y construccion,putumayo,valle del guamuez,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,1,bajo,1.0000001,ALTO
3115.0,3115.0,institucion universitaria del putumayo,111775,ingenieria civil,ingenieria industria y construccion,putumayo,colon,1247,ingenieria civil,ingenieria industria y construccion,1,antioquia,medellin,,1,bajo,1.0000002,ALTO
1112.0,1112.0,universidad de caldas,11203,biologia,ciencias naturales matematicas y estadistica,caldas,manizales,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"1,4",bajo,1.0,ALTO
2805.0,2805.0,universidad simon bolivar,11212,derecho,administracion de empresas y derecho,norte de santander,san jose de cucuta,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
2833.0,2833.0,corporacion universitaria remington,11242,comunicacion social organizacional,servicios,antioquia,medellin,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.89231795,ALTO
1826.0,1826.0,universidad antonio narino,11244,derecho,administracion de empresas y derecho,choco,quibdo,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1801.0,1802.0,universidad la gran colombia,11247,administracion de empresas,administracion de empresas y derecho,quindio,armenia,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
2721.0,2721.0,fundacion universitaria maria cano,11255,administracion de empresas,administracion de empresas y derecho,antioquia,medellin,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
1112.0,1112.0,universidad de caldas,11268,ingenieria de sistemas y computacion,tecnologias de la informacion y la comunicacion tic,caldas,manizales,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,0.9084426,ALTO
2831.0,2831.0,corporacion universitaria de ciencia y desarrollo uniciencia,11274,administracion de empresas,administracion de empresas y derecho,santander,bucaramanga,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486652,ALTO
1101.0,1102.0,universidad nacional de colombia,113,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,antioquia,medellin,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin,,2,bajo,0.99999994,ALTO
1801.0,1802.0,universidad la gran colombia,11301,contaduria publica,administracion de empresas y derecho,quindio,armenia,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
1212.0,1212.0,universidad de pamplona,11305,biologia,ciencias naturales matematicas y estadistica,norte de santander,pamplona,101947,biologia,ciencias naturales matematicas y estadistica,1,antioquia,medellin,,"1,4",bajo,1.0,ALTO
2719.0,2719.0,universidad catolica luis amigo,11352,contaduria publica,administracion de empresas y derecho,bolivar,cartagena de indias,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
1826.0,1826.0,universidad antonio narino,11355,derecho,administracion de empresas y derecho,cesar,valledupar,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1826.0,1826.0,universidad antonio narino,11356,derecho,administracion de empresas y derecho,huila,neiva,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
2831.0,2831.0,corporacion universitaria de ciencia y desarrollo uniciencia,11379,derecho,administracion de empresas y derecho,santander,bucaramanga,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
2831.0,2831.0,corporacion universitaria de ciencia y desarrollo uniciencia,11382,derecho,administracion de empresas y derecho,antioquia,sabaneta,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1101.0,1102.0,universidad nacional de colombia,114,economia,ciencias sociales periodismo e informacion,antioquia,medellin,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,2,bajo,0.99999994,ALTO
1117.0,1117.0,universidad militar nueva granada,11428,contaduria publica,administracion de empresas y derecho,cundinamarca,cajica,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,1,alto,1.0000001,ALTO
1826.0,1826.0,universidad antonio narino,11440,derecho,administracion de empresas y derecho,la guajira,riohacha,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1710.0,1710.0,universidad pontificia bolivariana,11442,psicologia,ciencias sociales periodismo e informacion,antioquia,rionegro,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.9999999,ALTO
1826.0,1826.0,universidad antonio narino,11444,derecho,administracion de empresas y derecho,la guajira,riohacha,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
1212.0,1212.0,universidad de pamplona,11452,administraci n de empresas,administracion de empresas y derecho,norte de santander,pamplona,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,1,bajo,0.8421874,ALTO
1212.0,1212.0,universidad de pamplona,11455,ingenieria mecanica,ingenieria industria y construccion,norte de santander,pamplona,1250,ingenieria mecanica,ingenieria industria y construccion,1,antioquia,medellin,,"1,4",bajo,0.9999999,ALTO
2825.0,2825.0,corporacion universitaria rafael nunez,11460,derecho,administracion de empresas y derecho,atlantico,barranquilla,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
1806.0,1809.0,universidad libre,11461,comercio internacional,ciencias sociales periodismo e informacion,risaralda,pereira,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.747129,MEDIO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,1147,comunicacion social periodismo,ciencias sociales periodismo e informacion,bogota d c,bogota d c,17691,comunicacion social,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"3,3",medio,0.7771944,MEDIO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,1148,relaciones internacionales,ciencias sociales periodismo e informacion,bogota d c,bogota d c,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.77095497,MEDIO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,1149,economia,ciencias sociales periodismo e informacion,bogota d c,bogota d c,3182,economia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.99999994,ALTO
1712.0,1712.0,universidad eafit,11498,ingenieria matematica,ingenieria industria y construccion,antioquia,medellin,11498,ingenieria matematica,ingenieria industria y construccion,1,antioquia,medellin,,"4,8",alto,0.9999998,ALTO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,1150,comercio internacional,ciencias sociales periodismo e informacion,bogota d c,bogota d c,1244,negocios internacionales,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.747129,MEDIO
1722.0,1722.0,universidad de manizales,11505,derecho,administracion de empresas y derecho,caldas,manizales,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,7",medio,0.99999994,ALTO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,1151,mercadeo,administracion de empresas y derecho,bogota d c,bogota d c,90979,mercadeo,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,1.0,ALTO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,1152,administracion de empresas,administracion de empresas y derecho,bogota d c,bogota d c,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,3,medio,0.9486653,ALTO
2719.0,2719.0,universidad catolica luis amigo,11528,psicologia con enfasis en psicologia social,ciencias sociales periodismo e informacion,antioquia,medellin,90978,psicologia,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,2",bajo,0.8178562,ALTO
1703.0,1703.0,universidad incca de colombia,11529,derecho,administracion de empresas y derecho,cundinamarca,fusagasuga,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,1155,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
1703.0,1703.0,universidad incca de colombia,11553,derecho,administracion de empresas y derecho,narino,los andes,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"1,6",bajo,0.99999994,ALTO
1806.0,1807.0,universidad libre,11584,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,valle del cauca,santiago de cali,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1806.0,1807.0,universidad libre,11585,ingenieria de sistemas y telecomunicaciones,ingenieria industria y construccion,valle del cauca,santiago de cali,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,0.7642604,MEDIO
1826.0,1826.0,universidad antonio narino,11588,contaduria publica,administracion de empresas y derecho,valle del cauca,palmira,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,2,alto,1.0000001,ALTO
2815.0,2815.0,corporacion universitaria adventista unac,115885,administracion de empresas,administracion de empresas y derecho,antioquia,medellin,1245,administracion de negocios,administracion de empresas y derecho,1,antioquia,medellin,,2,bajo,0.9486653,ALTO
1823.0,1823.0,universidad autonoma de bucaramanga unab,115902,derecho,administracion de empresas y derecho,santander,bucaramanga,7227,derecho,administracion de empresas y derecho,1,antioquia,medellin,,"2,2",bajo,0.99999994,ALTO
4702.0,4702.0,fundacion de educacion superior san jose fessanjose,115944,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,2",bajo,1.0000001,ALTO
1816.0,1818.0,universidad cooperativa de colombia,115947,ingenieria de sistemas,ingenieria industria y construccion,bogota d c,bogota d c,1248,ingenieria de sistemas,ingenieria industria y construccion,1,antioquia,medellin,,"2,8",medio,1.0000001,ALTO
1729.0,1729.0,universidad el bosque,115948,ciencia politica y gobierno,ciencias sociales periodismo e informacion,bogota d c,bogota d c,19032,ciencias politicas,ciencias sociales periodismo e informacion,1,antioquia,medellin,,"2,8",medio,0.9182732,ALTO
1816.0,1818.0,universidad cooperativa de colombia,115965,contaduria publica,administracion de empresas y derecho,bogota d c,bogota d c,1246,contaduria publica,administracion de empresas y derecho,1,antioquia,medellin,,3,alto,1.0000001,ALTO
